`,DistName,StateName,mean_RICEAREA_1000Ha_,mean_WHEATAREA_1000Ha_,mean_KHARIFSORGHUMAREA_1000Ha_,mean_RABISORGHUMAREA_1000Ha_,mean_SORGHUMAREA_1000Ha_,mean_PEARLMILLETAREA_1000Ha_,mean_MAIZEAREA_1000Ha_,mean_FINGERMILLETAREA_1000Ha_,mean_BARLEYAREA_1000Ha_,mean_CHICKPEAAREA_1000Ha_,mean_PIGEONPEAAREA_1000Ha_,mean_MINORPULSESAREA_1000Ha_,mean_GROUNDNUTAREA_1000Ha_,mean_SESAMUMAREA_1000Ha_,mean_RAPESEEDANDMUSTARDAREA_1000Ha_,mean_SAFFLOWERAREA_1000Ha_,mean_CASTORAREA_1000Ha_,mean_LINSEEDAREA_1000Ha_,mean_SUNFLOWERAREA_1000Ha_,mean_SOYABEANAREA_1000Ha_,mean_OILSEEDSAREA_1000Ha_,mean_SUGARCANEAREA_1000Ha_,mean_COTTONAREA_1000Ha_,mean_FRUITSAREA_1000Ha_,mean_VEGETABLESAREA_1000Ha_,mean_FRUITSANDVEGETABLESAREA_1000Ha_,mean_POTATOESAREA_1000Ha_,mean_ONIONAREA_1000Ha_,mean_FODDERAREA_1000Ha_,lat,lng
1,Durg,Chhattisgarh,728.464,39.421,0.3045,0.062,0.387,0.05475,4.09425,0.257,0.06,133.74725,19.27875,205.727,0.9235,4.38575,2.99925,0.28625,0.04375,58.38575,0.342,33.02725,97.34825,3.094,0.042,3.238,18.3515,21.5925,0.19775,0.4895,0.2425,21.1983,81.4008
2,Bastar,Chhattisgarh,597.44375,2.00275,5.076,0.56675,5.935,0,30.8015,6.7225,0.005,1.82025,2.47925,52.604,0.04625,2.73775,10.8965,0.00175,0.0085,3.19075,0.03625,0.143,31.0645,0.51675,0.01075,2.15825,8.09875,10.25475,0.1685,0.22775,0.022,19.1191,81.8292
3,Raipur,Chhattisgarh,891.452,14.211,0.3995,0,0.40525,0.00225,2.50075,0.931,0.0025,17.2515,3.581,156.48425,7.296,5.27775,2.451,0.22625,0.0115,20.201,0.3485,0.63425,36.03,0.281,0.005,2.28875,12.194,14.4815,0.33625,0.626,0.10975,21.2381,81.6337
4,Bilaspur,Chhattisgarh,699.816,18.5165,1.06675,0.00575,1.16175,0.009,10.70725,0,0.3075,41.615,7.07025,133.3275,4.039,3.92775,5.683,0.2315,0.166,17.32,0.1515,5.22,36.16675,1.5725,0,2.8215,13.05525,15.876,0.78575,0.60375,0.0205,22.1638,82.1366
5,Raigarh,Chhattisgarh,412.5115,3.2645,0.20175,0.0005,0.2135,0.03875,7.85625,0.76725,0.04,3.206,4.27675,59.267,11.6195,3.02925,6.23675,0.0135,0.00825,1.2305,1.0315,0.0415,43.09025,0.64925,0.1125,1.3905,9.12125,10.5115,1.87975,0.698,0.0225,22.2362,83.3530
6,Surguja,Chhattisgarh,358.37875,20.17175,2.868,0.06775,3.0845,0.00125,45.205,0.845,5.35075,5.02075,13.2675,48.8565,6.41975,6.706,24.577,0.00025,0,8.6855,0.0205,0.08325,69.0415,1.422,0.0677499999999999,0.92725,11.1085,12.036,5.1485,1.03,0.003,22.9469,83.1657
7,Jabalpur,Madhya Pradesh,151.625,168.62575,9.53925,0.005,9.54425,0.054,8.785,0.04525,0.499,83.295,12.0185,84.88225,0.06425,5.45075,5.555,0.1055,0,9.14375,0.42475,13.7405,37.611,0.465,0,3.75175,10.794,14.5455,1.14575,0.62075,0.779,23.1702,79.9325
8,Balaghat,Madhya Pradesh,240.207,20.21175,0.476,0.002,0.47825,0.0005,4.911,0.47475,0.06,10.29275,3.51025,26.74225,0.16775,1.117,4.6075,0.12825,0.0815,21.95725,0.0215,0.18825,25.98975,1.309,0,0.25475,2.68575,2.94,0.33625,0.2265,0.09975,21.8612,80.3237
9,Chhindwara,Madhya Pradesh,23.34425,94.7065,58.2475,0.05775,58.3055,0.1775,73.4555,0.21525,0,34.6145,27.04975,36.571,24.2385,2.145,0.484,0.0485,0.0185,1.2675,0.33025,95.1705,141.164,5.53325,19.88625,6.55275,10.79,17.34275,2.78075,0.932,0.43725,22.2072,78.7988
10,Narsinghpur,Madhya Pradesh,15.2715,61.22125,8.542,0.001,8.543,0.19675,0.98275,0.02,0,116.62125,25.22375,55.867,0.08325,4.70825,0.2755,0,0,0.4715,0.24275,62.25975,64.18,13.3725,0,0.11575,3.2305,3.34675,0.51025,0.58525,2.37675,22.9346,79.0868
11,Seoni / Shivani,Madhya Pradesh,110.82325,96.844,9.81025,0.0265,9.8365,0.0015,17.259,0.4955,0,34.73975,7.525,38.5505,4.01875,3.616,1.0215,0.082,0.00025,13.851,0.0205,63.6685,93.61,0.6675,0.0275,0.314,3.02975,3.34175,0.61325,0.297,1.6455,22.6707,76.1406
12,Mandla,Madhya Pradesh,172.0685,76.78,0.548,0.01025,0.558,0,34.63525,0.0625,0.175,19.16775,6.83725,54.02625,0.00775,2.38475,29.37575,0.06725,0,9.873,0.00475,6.611,77.7815,1.52275,0,0.18975,1.67925,1.86675,0.21575,0.24825,0.02975,22.6871,80.5816
13,Sagar,Madhya Pradesh,10.09425,216.39,10.99375,0.0575,11.05125,0.01025,4.1525,0.012,0.883,126.69375,4.83825,84.3785,3.39575,1.892,1.037,0.10825,0.007,12.9925,0.0105,145.9905,141.5625,0.268,0,0.19525,6.4665,6.6615,1.63,1.7745,30.18075,23.8083,78.7583
14,Damoh,Madhya Pradesh,55.01625,86.92125,9.54025,0.005,9.54525,0.10425,2.447,0.0025,0.1055,98.4805,8.61575,50.53725,1.0595,2.35125,0.83775,0.0145,0,11.46275,0.012,45.0905,52.669,0.2315,0,0.1915,2.644,2.86075,0.591,0.56425,4.53125,23.7981,79.5419
15,Tikamgarh,Madhya Pradesh,21.02725,98.6665,17.80325,0,17.80325,0.00075,2.565,0.14475,8.419,24.11775,0.8255,60.9405,10.9645,20.684,9.53675,0.00075,0.0025,1.3025,0.003,31.92825,66.3,0.68,0,0.20875,5.07525,5.2825,1.3245,0.33725,21.4265,24.8552,79.0473
16,Chhatarpur,Madhya Pradesh,16.0105,125.9455,21.29525,0.02075,21.316,0.09825,0.9355,0.09275,14.07625,71.72325,9.34,59.67675,5.093,38.1855,11.16975,0.295,0.0005,9.674,0.00275,24.84225,76.23275,0.222,0,0.158,5.25375,5.412,0.8165,0.50775,21.3985,24.7606,79.6782
17,Panna,Madhya Pradesh,57.26275,73.495,6.844,0.00275,6.84675,0.0825,2.65225,0.0385,3.897,62.86275,7.43425,28.9175,0.07,11.15025,3.72675,0.0085,0.005,9.74774999999999,0.00075,5.99375,26.60675,0.19925,0,0.66275,2.18925,2.8525,0.52125,0.34225,0.106,24.4499,80.1463
18,Rewa,Madhya Pradesh,122.88,154.89825,17.5925,0,17.5925,1.09475,1.48925,0.0275,6.704,59.139,16.98025,32.5365,0.00275,2.5445,3.4805,0.00425,0.011,19.02425,0.02025,19.4815,40.27825,0.0385,0,2.0255,3.30125,5.32625,1.2475,1.12525,0.1025,24.7561,81.3811
19,Sidhi,Madhya Pradesh,103.017,72.36625,15.447,0,15.447,1.57675,33.12825,1.225,27.23275,41.88675,32.07775,19.8375,0.01625,23.00475,8.855,0.00675,0.00075,12.64375,0.00225,0.6795,44.658,0.01575,0.0005,0.471,3.21725,3.6865,1.5015,0.542,0.017,24.2113,81.7000
20,Satna,Madhya Pradesh,89.4615,164.37925,7.25825,0,7.25825,0.16125,1.457,0.01275,9.0955,67.35525,19.78075,39.22775,0.00875,3.917,2.38875,0.03,0.0005,14.149,0.00325,27.93975,42.8195,0.20925,0.00025,1.74975,5.8775,7.626,1.55225,1.49375,0.042,24.6954,80.7770
21,Shahdol,Madhya Pradesh,235.81175,65.59525,4.081,0.003,4.084,0.053,33.38875,0.0025,2.68775,17.21125,17.807,31.8365,0.59025,12.649,18.76825,0.17075,0.005,11.32975,0.0055,6.58225,60.0335,0.0225,0.0005,0.24025,2.98825,3.22775,0.8015,0.3055,0.00525,23.3002,81.3648
22,Gwalior,Madhya Pradesh,25.09725,94.69375,13.36675,0,13.36675,4.86625,0.49475,0,1.6125,34.86125,3.9205,14.113,1.13675,7.60375,42.63275,0.0005,0,2.57575,0.00075,5.08775,59.3605,2.69475,0,0.172,2.63425,2.8055,1.06125,0.11875,5.4105,26.2037,78.1574
23,Shivpuri,Madhya Pradesh,7.891,114.54525,26.96125,0,26.96125,6.38075,23.81375,0.02125,3.02525,62.73975,0.82825,35.478,56.078,8.67325,34.862,0.00625,0.00225,4.1185,0.00425,61.853,146.09525,1.001,0.0145,0.28375,2.65325,2.937,0.40175,0.45025,33.99625,25.3741,77.8279
24,Guna,Madhya Pradesh,2.2015,197.73725,70.602,0,70.602,0.3705,27.43875,0,0.435,162.322,1.77225,49.70775,0.905,2.049,7.36825,0.12725,0,4.966,0.0385,143.64375,136.094,0.94125,0.12575,0.2795,1.34375,1.62325,0.2135,0.25825,35.696,24.5002,77.2601
25,Datia,Madhya Pradesh,3.73775,75.69325,8.9865,0.00075,8.98725,1.1425,1.3465,0,2.27825,38.223,3.78975,27.40575,4.5585,13.96075,8.4315,0.0015,0.0025,1.814,0.00025,2.00475,27.104,2.0425,0,0.0765,0.91,0.987,0.155,0.0845,1.829,25.9183,78.6645
26,Morena,Madhya Pradesh,6.87875,123.5445,10.42125,0,10.42125,85.39075,1.29725,0,3.349,30.114,12.286,7.9685,0.68,14.90325,178.775,0.01075,0.0055,2.2025,0,15.5655,197.537,2.51225,0.15625,0.1415,2.8225,2.96175,1.00825,0.12275,6.0965,26.3850,77.8613
27,Bhind,Madhya Pradesh,8.524,89.10925,14.6955,0,14.6955,34.55575,0.01325,0,10.26925,46.0085,10.3455,25.257,0.0025,6.073,100.40725,0.03625,0,1.2175,0,0.46675,101.7405,0.1055,0.00075,0.13875,1.5925,1.731,0.5665,0.185,3.87575,26.3519,78.6863
28,Indore,Madhya Pradesh,0.15325,92.31525,18.0225,0,18.0225,0.00825,9.68425,0,0.025,52.6355,4.56325,3.1535,0.65725,0.00275,0.09175,0.08175,0.00175,2.8965,0.005,166.53825,156.21,1.1065,0.31775,0.476,17.2525,17.72825,12.473,1.6195,20.9305,22.7204,75.8682
29,Ratlam,Madhya Pradesh,3.039,59.24725,23.01675,0.0005,23.0175,1.7475,51.3545,0.005,0.0945,60.098,2.29225,28.426,1.8855,0.227,4.68475,0.06475,0.00325,1.90625,0.06875,130.82075,124.05075,0.807,25.12725,0.38475,3.2245,3.6095,0.28425,1.02675,32.87225,23.5022,74.9552
30,Ujjain,Madhya Pradesh,0.10075,122.43375,61.909,0,61.909,0.618,11.44025,0,0.16075,111.0515,4.66425,16.46575,2.29675,0.08725,1.64775,0.116,0,5.356,0.10475,307.22875,284.22025,0.90425,5.6005,0.561,8.28825,8.8495,2.66175,1.5565,35.60175,23.1885,75.7717
31,Mandsaur,Madhya Pradesh,0.224,79.61325,58.5425,0,58.5425,0.968750000000001,92.33725,0,0.8025,81.87375,3.91625,67.53325,17.34525,1.22775,36.963,0.048,0,4.3795,0.4345,221.49225,247.6895,0.483,1.82875,3.136,1.90625,5.04125,0.04275,0.925,54.119,24.2628,75.3857
32,Dewas,Madhya Pradesh,1.1145,91.37125,48.9275,0.06825,48.996,0.12375,11.0325,0,0.08875,76.4065,10.44775,5.5955,2.291,1.60975,0.40475,0.0475,0,3.1095,0.01375,203.57875,188.4575,2.81575,31.088,0.2765,7.632,7.9065,3.23325,2.05625,29.35475,22.8057,76.2940
33,Dhar,Madhya Pradesh,5.0205,122.15175,38.49175,0.1785,38.6705,6.0035,69.90975,0.00525,0.93425,61.29475,6.69225,40.6355,13.842,0.43175,0.15025,0.037,0.32725,4.56425,0.0045,181.31425,180.62625,0.93025,82.23275,1.152,4.701,5.8535,0.903,0.9515,22.6425,22.5787,75.2259
34,Jhabua,Madhya Pradesh,24.15825,31.7745,23.456,0.99875,24.455,14.337,98.21075,0.2725,0.72225,29.625,6.19175,86.9905,17.83125,0.32075,0.0555,0.01,1.4945,0.001,0.0565,32.392,45.73475,0.08175,24.72325,0.06,2.21275,2.272,0.02125,0.23675,11.5545,22.8870,74.7243
35,Khargone / West Nimar,Madhya Pradesh,10.39025,80.53275,137.2305,1.27825,138.5085,17.82675,55.27575,0.0875,0.57375,16.44525,21.60375,57.696,37.18525,1.06125,0.0445,0.267,0.2745,0.29475,0.0825,51.1475,85.185,2.6675,214.9375,2.18625,4.00875,6.192,0.08925,1.4405,7.28025,21.8256,75.6142
36,Khandwa / East Nimar,Madhya Pradesh,21.837,60.2355,72.45125,0.09475,72.5455,0.9295,10.398,0.02525,0.7995,18.1005,14.98675,34.7175,11.93825,5.11975,0.01025,0.01,0.1725,0.322,0.12325,94.1895,93.55825,2.2595,125.999,14.6845,7.67525,22.36,0.226,3.70275,4.3595,23.8143,77.5341
37,Sehore,Madhya Pradesh,8.4545,225.32825,26.201,0.15475,26.35575,0.00825,13.798,0,0.09975,111.72625,13.28175,20.2855,1.281,2.9605,0.313,0.0325,0.0025,6.024,0.14775,251.45125,235.38075,3.041,2.73,0.40125,4.512,4.913,0.2385,1.31275,46.856,23.1150,77.0665
38,Raisen,Madhya Pradesh,21.35775,181.8795,4.54875,0.0125,4.56125,0.0365,3.43125,0.0075,0.0735,114.0395,23.4605,66.80575,0.173,5.13325,0.4895,0.04375,0,8.28225,0.005,85.6415,90.50675,0.39725,0.00175,0.13425,1.41675,1.5495,0.1615,0.26425,13.762,23.2676,78.1727
39,Vidisha,Madhya Pradesh,1.503,234.5285,18.5115,0.0275,18.539,0.04325,6.86375,0.0225,0.36125,163.54175,3.095,82.50525,1.26375,0.31975,1.92975,0.001,0,3.57775,0.031,116.72725,100.17625,0.267,0.00075,0.32275,1.77775,2.101,0.186,0.153,14.455,23.8463,77.8370
40,Betul,Madhya Pradesh,37.3595,87.6055,53.251,0.005,53.256,0.07125,31.118,0.09725,0,32.8835,24.425,21.3945,5.965,1.67875,0.6095,0.0815,0,1.5485,0.15875,144.9245,151.13725,4.42425,1.1865,0.38175,4.34675,4.72675,0.916,0.2945,6.6575,21.8797,77.8754
41,Rajgarh,Madhya Pradesh,2.87825,69.3125,73.2175,0,73.2175,0.0055,41.83125,0,0.2275,71.24525,10.4625,21.77875,6.815,1.68425,1.50725,0.005,0.00275,0.208,0.54825,189.26125,178.74425,0.53825,5.34125,0.58475,2.5985,3.183,0.609,0.987,46.2195,23.8717,76.7745
42,Shajapur,Madhya Pradesh,1.60925,78.38975,66.21925,0,66.21925,0.39275,30.80725,0,0.20425,96.25975,6.436,17.1915,7.80175,0.693,2.74875,0.0525,0,0.5135,1.023,232.417,219.385,1.093,7.47325,1.388,7.03275,8.42125,2.609,2.762,37.60275,23.4171,76.6075
43,Hoshangabad,Madhya Pradesh,24.83775,250.41825,12.62725,0.21625,12.8435,0.0925,4.5665,0.02175,0.32625,82.48625,17.669,23.12275,0.1755,11.313,0.4055,0.05775,0.01775,10.728,0.01025,241.2175,244.97225,1.369,13.94575,1.4255,3.93075,5.356,0.266,0.5125,14.057,22.7546,77.7198
44,Srikakulam,Andhra Pradesh,259.30575,0,0.7365,1.4265,2.167,6.74275,7.87675,16.04775,0,0.13175,2.04,94.229,61.08875,13.8705,0.00325,0.00275,0.0005,0,0.80025,0,88.91375,14.17225,5.653,44.30125,6.2115,50.5115,0.0085,1.09525,0.60925,18.2949,83.8939
45,Visakhapatnam,Andhra Pradesh,160.9495,0,3.20225,1.623,4.831,29.385,11.434,37.2165,0,0.11525,4.97125,46.16125,43.98075,21.56675,0.02275,0,0.017,0,0.2215,0,85.971,48.908,4.37975,57.97725,9.681,67.65625,0.11125,0.5225,1.8225,17.6936,83.2921
46,East Godavari,Andhra Pradesh,388.7805,0,1.21175,0.97775,2.18975,6.262,5.587,1.1125,0,0.19175,3.39375,79.85825,4.49975,7.183,0.0025,0.0035,0.0205,0.00025,0.173,0.018,50.99075,17.3345,8.42525,59.12125,21.63175,80.753,0.0015,0.36575,9.96425,16.9957,81.7154
47,West Godavari,Andhra Pradesh,431.8805,0.00025,1.114,1.164,2.2775,0.07725,19.904,0.0835,0,0.012,1.0185,19.55525,6.09375,4.478,0.00625,0.01,0.03275,0,0.65825,0.00025,34.5915,32.41175,3.32775,60.42175,5.06525,65.48675,0,0.02275,3.34025,16.6443,81.5885
48,Krishna,Andhra Pradesh,351.75325,0,0.10425,10.7605,10.864,0.2165,10.1105,0.02775,0,0.4835,6.209,147.18625,16.702,2.49175,0.35325,0.004,0.013,0.00075,1.13225,0,23.64675,18.52575,28.487,57.5025,6.62,64.12275,0.0005,0.074,12.55775,16.2135,81.0278
49,Guntur,Andhra Pradesh,340.04225,0.00125,13.75925,15.82225,29.581,16.80575,27.69025,4.3325,0,25.293,43.90375,148.52775,24.041,14.67325,1.148,0.0035,10.50975,0.00425,5.02325,0.0955,56.72575,2.54075,171.74075,18.05925,13.62525,31.68375,0.0015,0.9495,57.23625,16.2915,80.4542
50,S.P.S. Nellore,Andhra Pradesh,263.68825,0.00025,9.01025,18.2955,27.30575,14.679,3.35325,5.82125,0,18.2755,18.86125,35.99675,30.13825,10.36425,0.01775,0.036,5.65075,0.00875,7.90825,0.00375,55.439,6.7895,23.78,31.66575,4.775,36.441,0.00075,0.1645,16.31325,14.4571,79.9896
51,Kurnool,Andhra Pradesh,106.70775,0.7645,32.687,111.24225,143.928,22.2915,11.535,1.532,0,97.8765,40.073,19.68625,217.41375,2.851,1.45825,3.2505,16.20825,0.002,88.2575,0.09875,328.744,0.96725,105.9945,10.08275,28.50075,38.583,0.02525,10.70575,5.8075,15.8309,78.0425
52,Ananthapur,Andhra Pradesh,49.04975,0.4755,19.5285,23.78675,43.315,12.687,7.606,10.24175,0,35.3305,31.87775,18.60625,646.06775,0.8935,0.0045,1.929,5.71175,0.014,24.68775,0.21325,666.3715,1.082,17.8345,25.68,6.72,32.40025,0.01025,1.566,2.09875,14.5301,77.6672
53,Kadapa YSR,Andhra Pradesh,58.39025,0.12425,26.62025,6.73375,33.35225,8.665,0.689,2.7255,0,33.6225,9.537,7.567,145.09125,4.5705,0.00125,0.92725,1.34225,0.094,33.75475,0.02475,200.28,0.998,15.1895,32.75125,7.3615,40.1125,0,3.00975,0.83575,14.7600,78.5590
54,Chittoor,Andhra Pradesh,83.96525,0.0065,5.14875,0.64075,5.78925,7.21875,0.88675,17.63575,0,0.0035,6.63,12.62775,213.2465,1.18025,0.04825,0.04725,0.23425,0.00875,1.41075,0.0005,220.938,33.04675,0.13525,41.2155,16.049,57.2645,0.72325,0.61425,4.942,13.3250,79.6481
55,Hyderabad,Telangana,42.42075,1.9105,53.466,17.954,71.4195,2.33475,19.988,6.48525,0,5.11775,30.94975,23.60875,6.72225,1.8685,0.004,4.2525,15.92475,0.53325,1.114,0.1735,31.71275,1.54175,23.8855,5.5395,17.9755,23.5155,0.20125,2.18075,2.915,17.3606,78.4741
56,Nizamabad,Telangana,154.1615,1.7905,5.36275,20.96175,26.32475,4.02625,62.23275,0.40525,0,10.709,3.46975,26.43125,6.8,1.9335,0.09575,1.749,0.13525,0.4845,8.33525,21.49575,36.56525,18.102,12.256,1.21425,3.6755,4.88925,0.00025,1.184,4.5155,18.6732,78.0978
57,Medak,Telangana,109.24575,2.701,48.25725,40.69775,88.9545,2.131,88.58025,1.6335,0,20.14825,18.5885,56.9515,4.20875,2.274,0.005,5.63325,2.57175,1.186,7.50275,3.68075,26.80275,25.73625,34.55775,3.72775,9.182,12.9085,1.237,2.61925,0.282,17.9375,78.2117
58,Mahabubnagar,Telangana,126.77725,0.3345,131.473,40.36925,171.842,18.39275,57.40075,17.88125,0,9.98975,62.71925,43.62075,127.958,1.30675,0.0065,1.7125,95.562,0.28725,16.38525,0.02525,238.3335,0.70475,75.67525,7.99775,8.5185,16.51375,0.008,2.635,0.728,16.6966,77.9591
59,Nalgonda,Telangana,255.0255,0.00825,27.8645,24.76025,52.62375,36.36225,2.243,0.03075,0,0.745,24.95625,53.49075,42.26625,3.87025,0,0.33575,78.57525,0,1.62725,0.007,125.7975,0.69925,95.6785,19.31425,2.63325,21.94675,0.00025,0.0185,0.64175,17.0504,79.2669
60,Warangal,Telangana,170.04025,0.0785,15.438,28.678,44.11625,4.93075,56.532,0.0055,0,1.14825,14.293,55.976,52.17225,16.5155,0,0.02275,5.801,0.015,3.30325,0.03575,77.9005,0.01275,117.17375,6.09875,3.253,9.352,0.00225,0.23025,0.146,17.9821,79.5971
61,Khammam,Telangana,147.11075,0,3.85925,44.02525,47.88475,1.54425,18.89275,0.00725,0,0.215,18.35675,54.89975,17.3595,6.0545,0.001,0.0025,0.00325,0.00425,1.19225,0.005,26.036,3.5955,73.922,31.19675,1.9095,33.105,0,0.02125,3.27625,17.2465,80.1500
62,Karimnagar,Telangana,225.419,0.1615,7.29575,11.48175,18.778,0.78625,100.002,0,0,1.86225,6.53925,57.11525,27.65625,4.727,0.06775,0.05,1.68025,0,3.05375,1.5715,37.75775,1.89125,84.697,10.408,4.011,14.41825,0.0025,0.5495,0.069,18.4348,79.1328
63,Adilabad,Telangana,69.01025,3.078,55.74125,76.75075,132.492,0.5005,25.03375,0.0005,0,7.6645,38.3935,43.4405,2.6385,16.37675,0.114,0.259,1.43625,3.14375,3.0065,26.7495,56.19875,0.31125,192.8335,4.803,3.56625,8.368,0.00175,0.37275,2.11175,19.6759,78.5340
64,Bangalore,Karnataka,19.58225,0.0755,0.07475,0.01175,0.087,0.0065,10.09075,177.455,0,0.222,5.894,37.78025,16.0085,2.54025,1.66225,0.0025,2.69125,0.00025,0.30225,0.00725,24.42875,1.99625,0,22.73175,10.92275,33.65475,1.488,0.14225,8.9065,12.9768,77.5901
65,Kolar,Karnataka,20.82325,0.1605,1.68,0.07475,1.75475,1.2895,24.30825,109.62275,0,0.1955,8.82275,28.21025,61.11525,0.30375,0.66225,0.01025,0.34975,0,1.819,0.0005,61.328,2.5665,0.075,38.85925,15.78425,54.642,3.931,1.04575,3.397,13.1805,78.2669
66,Tumkur,Karnataka,31.976,0.12975,5.77225,1.8915,7.664,1.0715,10.9935,168.0445,0,0.852,10.86825,59.671,125.18725,0.55225,0.6805,0.01275,4.2495,0.01425,5.0575,0.005,132.23125,1.976,0.824,12.38575,1.92725,14.311,0.04025,0.25425,11.948,13.3401,77.1006
67,Mysore,Karnataka,103.17475,0.13125,52.3695,1.26975,53.67225,1.23675,34.793,97.5625,0,3.282,7.12425,121.5815,28.0545,8.097,0.00975,0.0625,3.7115,0.00075,13.15575,0.02825,54.344,15.85425,42.1255,8.4025,6.9095,15.31,0.14575,1.7755,0.15025,12.3052,76.6554
68,Mandya,Karnataka,69.49525,0.01175,3.4615,0.1125,3.573,0.00375,1.831,73.50575,0,0.20375,1.6105,52.733,6.05475,3.847,0.00025,0,1.421,0.0005,0.20575,0.02125,13.7185,27.60625,0.10075,3.34075,4.11625,7.45675,0.088,0.2205,2.40325,12.6369,76.7275
69,Hassan,Karnataka,51.6625,0.15625,5.533,1.44825,6.98125,0.0045,26.12825,111.49425,0,1.88525,2.7905,46.0745,2.87725,3.9,0.172,0,2.396,0,7.5365,0.02375,19.243,3.973,3.09125,4.755,21.32375,26.07825,17.4725,0.132,0.854,13.0302,76.1745
70,Shimoge,Karnataka,156.306,0.08975,11.136,1.69625,12.83075,0.002,29.82525,21.21175,0,0.2885,1.16675,10.88175,8.7395,0.6715,0.038,0.042,0.1665,0.00925,2.568,0.00675,13.044,9.7705,14.4085,7.332,1.10775,8.43975,0.00025,0.516,0.03075,14.9562,75.7897
71,Chickmagalur,Karnataka,47.5875,0.39075,9.46475,7.00425,16.46925,0.04775,5.3605,52.0655,0,4.3865,0.913,21.8145,5.9455,5.28325,0.1735,0.176,0.6805,0.0005,9.607,0.01575,21.88,1.6555,1.64125,4.542,7.39475,11.93575,2.2645,3.07125,0.013,14.9562,75.7897
72,Chitradurga,Karnataka,86.712,1.128,39.39025,27.26875,66.71675,10.611,125.0595,91.5185,0,10.0435,14.44425,34.788,126.64825,7.25225,0.40575,2.3555,1.9815,0.0005,44.7565,0.0195,176.6505,7.88225,28.31125,7.386,20.8665,28.25275,0.015,16.9655,0.11375,14.3049,76.5297
73,Bellary,Karnataka,68.461,2.1635,55.40875,46.459,101.88575,21.9215,51.737,18.9295,0,20.97425,10.739,17.73225,66.18575,4.6675,0.05425,4.884,0.71525,0.0165,60.80725,0.00225,135.51875,6.425,64.69225,4.00925,6.14625,10.156,0.00625,4.13175,0.02025,15.1430,76.9173
